RTX 3060,2022-11-01,367.0
RTX 3060,2022-12-01,361.2857142857143
RTX 3060,2023-01-01,361.77777777777777
RTX 3060,2023-02-01,332.42857142857144
RTX 3060,2023-03-01,347.1333333333333
RTX 3060,2023-04-01,343.6896551724138
RTX 3060,2023-05-01,313.7647058823529
RTX 3060,2023-06-01,279.8666666666667
RTX 3060,2023-07-01,275.3448275862069
RTX 3060,2023-08-01,269.2631578947368
RTX 3060,2023-09-01,277.2142857142857
RTX 3060,2023-10-01,279.6339024390244
RTX 3060,2023-11-01,278.4418604651163
RTX 3060,2023-12-01,286.94117647058823
RTX 3060,2024-01-01,283.72972972972974
RTX 3060,2024-02-01,287.9655172413793
RTX 3060,2024-03-01,292.42857142857144
RTX 3060,2024-04-01,287.7096774193548
RTX 3060,2024-05-01,288.1290322580645
RTX 3060,2024-06-01,281.51612903225805
RTX 3060,2024-07-01,275.51612903225805
RTX 3060,2024-08-01,279.3666666666667
RTX 3060,2024-09-01,278.6363636363636
RTX 3060,2024-10-01,280.969696969697
RTX 3060,2024-11-01,280.0
RTX 3060,2024-12-01,279.07142857142856
RTX 3060,2025-01-01,286.5
RTX 3060,2025-02-01,311.25
RTX 3060,2025-03-01,363.5483870967742
RTX 3060,2025-04-01,331.14285714285717
RTX 3060,2025-05-01,329.0
