RTX 3080,2022-11-01,790.0
RTX 3080,2022-12-01,902.1428571428571
RTX 3080,2023-01-01,938.4444444444445
RTX 3080,2023-02-01,925.75
RTX 3080,2023-03-01,880.7333333333333
RTX 3080,2023-04-01,895.8965517241379
RTX 3080,2023-05-01,874.6857142857143
RTX 3080,2023-06-01,868.0666666666667
RTX 3080,2023-07-01,883.7931034482758
RTX 3080,2023-08-01,821.7777777777778
RTX 3080,2023-09-01,616.0
RTX 3080,2023-10-01,668.1664285714285
RTX 3080,2023-11-01,702.2619047619048
RTX 3080,2023-12-01,679.0
RTX 3080,2024-01-01,679.0
RTX 3080,2024-02-01,662.448275862069
RTX 3080,2024-03-01,575.0
RTX 3080,2024-04-01,508.19354838709677
RTX 3080,2024-05-01,524.6129032258065
RTX 3080,2024-06-01,717.483870967742
RTX 3080,2024-07-01,1002.6774193548387
RTX 3080,2024-08-01,864.3
RTX 3080,2024-09-01,707.5454545454545
RTX 3080,2024-10-01,766.53125
RTX 3080,2024-11-01,762.2857142857143
RTX 3080,2024-12-01,820.9285714285714
RTX 3080,2025-01-01,1074.0454545454545
RTX 3080,2025-02-01,1117.0
RTX 3080,2025-03-01,1131.3513513513512
RTX 3080,2025-04-01,1129.0
RTX 3080,2025-05-01,1129.0
